Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,group
518,0,0,6,1.647,0.325,control
518,1,0,4,5.204,0.325,control
518,0,0,6,2.212,0.25,control
518,1,1,3,4.162,0.308,control
518,0,0,6,1.547,0.455,control
518,0,0,6,1.057,0.246,control
518,0,0,6,1.258,0.231,control
518,0,0,6,0.812,0.239,control
518,0,0,6,1.41,0.313,control
518,0,1,5,3.354,0.318,control
518,0,0,3,5.23,0.584,control
518,1,0,5,3.083,0.508,control
518,1,1,4,2.262,0.218,control
518,0,0,6,1.941,0.249,control
518,1,1,5,1.624,2.247,control
518,0,1,5,2.499,0.26,control
518,1,0,4,4.494,0.264,control
518,0,0,4,1.719,0.292,control
518,1,1,5,1.297,0.427,control
518,0,0,6,1.072,0.326,control
518,1,1,4,4.16,0.351,control
518,1,1,5,1.33,0.626,control
518,0,0,6,0.866,0.269,control
518,0,1,6,1.323,0.453,control
518,0,0,6,4.9,0.247,control
518,0,1,3,3.217,0.273,control
518,0,0,3,5.967,0.317,control
518,1,1,5,2.329,0.398,control
518,1,0,5,2.068,0.273,control
518,0,0,6,1.441,0.28,control
518,0,0,6,1.028,0.481,control
518,1,1,4,4.216,0.413,control
518,0,0,6,1.007,0.628,control
518,1,1,4,2.47,1.282,control
518,1,0,6,1.17,0.487,control
518,1,0,2,3.643,2.261,control
518,0,0,5,2.455,0.24,control
518,1,1,3,4.193,0.694,control
518,1,1,5,1.959,0.567,control
518,0,0,3,4.114,0.702,control
518,0,1,4,4.843,0.659,control
518,0,0,5,1.444,0.461,control
518,1,0,5,2.052,0.347,control
518,1,1,5,1.448,0.612,control
518,1,0,4,5.574,0.225,control
518,1,0,5,2.468,0.427,control
519,0,0,6,3.099,2.167,control
519,0,0,6,1.593,0.681,control
519,0,0,6,0.909,0.622,control
519,0,1,3,4.721,4.798,control
519,1,1,3,2.907,3.958,control
519,1,1,4,2.427,3.387,control
519,0,0,6,1.434,1.204,control
519,0,0,6,1.354,0.339,control
519,1,1,6,2.017,0.42,control
519,1,1,6,1.315,0.333,control
519,1,0,6,1.29,0.47,control
519,0,1,3,3.864,1.581,control
519,1,1,6,2.66,1.329,control
519,1,1,6,1.988,0.386,control
519,1,1,6,2.173,0.324,control
519,0,0,6,1.309,1.478,control
519,0,0,6,0.868,0.314,control
519,1,1,3,4.559,1.204,control
519,0,0,6,1.201,1.037,control
519,0,1,3,3.066,0.893,control
519,1,1,3,5.557,0.341,control
519,1,1,6,1.452,0.686,control
519,1,1,6,2.2,0.312,control
519,0,0,6,1.091,0.307,control
519,0,0,6,0.66,0.289,control
519,1,0,6,0.866,0.27,control
519,1,0,6,0.656,0.278,control
519,0,0,6,0.623,0.295,control
519,1,1,3,1.55,0.92,control
519,0,1,3,2.765,0.505,control
519,0,1,3,1.151,0.417,control
519,0,1,3,1.917,0.343,control
519,0,1,3,1.457,0.361,control
519,1,1,5,3.459,0.514,control
519,1,0,6,4.762,0.78,control
519,1,1,6,1.235,0.312,control
519,0,0,6,1.701,0.276,control
519,1,1,6,1.622,0.271,control
519,1,1,4,4.002,0.964,control
519,1,1,4,1.327,0.28,control
519,1,1,4,3.238,0.294,control
519,0,0,6,1.069,1.11,control
519,1,1,4,5.156,1.009,control
519,1,0,6,1.551,0.626,control
519,0,1,2,1.796,0.559,control
519,0,0,6,2.202,0.611,control
519,0,0,6,0.711,0.328,control
519,1,0,2,1.954,1.682,control
519,0,1,5,2.646,1.112,control
519,1,0,6,6.3,0.234,control
519,1,0,6,0.939,0.13,control
519,1,1,5,1.984,1.812,control
519,1,1,4,5.129,1.173,control
519,1,1,4,1.268,0.189,control
519,0,1,4,1.326,0.233,control
519,0,1,5,0.835,0.398,control
519,1,1,5,2.686,0.529,control
519,0,0,6,3.195,1.19,control
519,1,1,5,1.52,0.498,control
519,1,1,6,1.045,0.368,control
519,1,1,6,1.496,0.3,control
519,0,1,6,0.878,0.239,control
519,0,1,5,1.31,0.736,control
519,1,1,4,1.035,0.672,control
519,0,0,6,1.182,0.751,control
519,1,1,6,1.339,0.259,control
519,0,1,5,1.453,0.93,control
519,0,0,6,1.862,0.388,control
519,1,1,5,1.614,1.81,control
519,0,0,6,0.961,1.794,control
519,0,0,6,1.259,0.292,control
519,1,1,4,1.892,0.788,control
519,1,1,5,1.871,0.562,control
519,0,1,5,3.5,0.682,control
519,1,1,3,1.488,1.41,control
519,0,0,6,1.034,0.518,control
519,0,0,6,1.461,0.226,control
519,1,1,2,1.192,0.631,control
519,0,0,5,5.813,1.19,control
519,0,1,3,1.777,2.09,control
519,0,1,3,1.074,0.361,control
519,1,1,3,1.792,0.456,control
519,0,1,5,3.906,2.32,control
519,0,0,6,1.142,0.587,control
519,1,1,5,1.149,1.525,control
519,1,0,6,0.982,0.321,control
519,1,1,6,1.089,0.341,control
519,1,1,2,2.061,1.257,control
519,0,1,5,4.723,1.283,control
519,0,1,5,1.689,0.962,control
519,0,1,5,1.043,0.347,control
519,0,1,5,0.79,0.313,control
519,0,1,5,1.197,0.304,control
519,0,0,6,1.216,0.382,control
519,0,0,6,0.631,0.295,control
519,1,1,5,1.26,0.677,control
519,0,1,5,1.701,0.232,control
519,1,0,6,0.959,0.293,control
519,1,1,5,1.188,0.488,control
519,1,1,5,1.196,0.304,control
519,0,0,4,4.965,0.766,control
519,0,0,6,0.841,0.486,control
519,1,1,5,2.091,0.518,control
519,1,0,5,0.998,1.108,control
519,0,0,6,0.814,0.308,control
519,1,0,6,0.695,0.266,control
519,1,0,4,1.017,2.179,control
519,1,0,6,1.155,0.359,control
519,0,0,6,0.701,0.272,control
519,1,0,6,0.833,0.212,control
519,1,1,5,1.567,0.442,control
519,0,1,4,1.572,0.535,control
519,1,1,6,1.304,0.821,control
519,0,0,6,0.912,0.33,control
519,0,0,6,0.852,0.245,control
519,0,0,6,0.558,0.267,control
519,0,0,6,2.453,0.231,control
519,0,0,6,0.586,0.258,control
519,0,1,5,5.59,0.453,control
519,1,1,4,1.471,0.676,control
519,0,0,6,0.82,0.21,control
519,0,1,5,1.067,0.274,control
519,1,0,6,0.962,0.201,control
519,0,0,6,0.875,0.215,control
519,0,0,5,1.095,0.65,control
519,1,1,6,2.778,0.275,control
519,1,1,6,0.995,0.191,control
519,0,1,5,2.482,0.354,control
519,1,1,4,0.992,0.47,control
519,0,1,4,0.992,0.491,control
519,0,0,6,0.784,0.327,control
519,1,0,6,1.204,0.167,control
519,1,1,5,1.643,0.491,control
519,1,1,6,0.929,0.326,control
519,0,1,5,1.088,0.295,control
519,0,1,6,0.786,0.339,control
519,1,1,6,0.816,0.441,control
519,0,1,6,3.987,1.125,control
519,1,1,6,0.941,0.149,control
519,1,1,6,0.733,0.132,control
519,1,1,6,1.726,0.197,control
519,0,1,1,1.022,125.289,control
519,0,0,5,6.245,0.968,control
519,1,0,4,2.067,0.489,control
519,1,0,4,0.941,0.648,control
519,0,0,4,1.277,0.175,control
519,0,1,6,1.648,0.497,control
519,0,1,5,2.087,0.35,control
519,1,1,6,1.13,0.316,control
519,1,0,6,1.611,0.357,control
519,1,1,6,1.843,0.666,control
519,0,1,4,2.742,1.09,control
519,0,1,4,3.142,0.296,control
519,1,1,6,2.484,0.157,control
519,1,1,6,0.724,0.131,control
519,0,0,6,1.154,0.277,control
519,0,0,6,1.573,0.232,control
519,0,0,6,0.67,0.26,control
519,1,0,4,3.161,0.795,control
519,1,0,4,1.202,0.386,control
519,1,0,6,1.577,0.335,control
519,1,1,5,1.902,0.536,control
519,0,1,6,1.033,0.18,control
519,1,1,4,1.187,0.45,control
519,1,0,5,2.966,0.258,control
519,0,1,5,1.686,0.361,control
519,0,1,4,2.599,0.196,control
519,1,0,6,1.186,0.22,control
519,1,1,4,2.364,0.323,control
519,1,1,4,2.364,0.586,control
519,0,1,4,1.712,0.311,control
519,0,0,2,2.069,2.207,control
519,0,1,3,4.834,0.839,control
519,1,0,1,1.488,2.009,control
519,1,1,6,2.532,0.347,control
519,1,1,6,1.336,0.307,control
519,1,1,4,1.294,0.61,control
519,1,0,6,1.24,0.298,control
519,1,1,6,3.749,1.485,control
519,1,0,6,1.534,0.292,control
519,0,0,6,0.839,0.308,control
519,1,1,2,2.374,0.514,control
519,0,1,6,1.251,1.552,control
519,0,0,2,3.218,0.526,control
519,0,1,2,2.194,0.568,control
519,0,1,6,2.005,0.474,control
519,0,1,4,2.735,3.149,control
519,0,1,4,1.74,0.371,control
519,1,1,4,1.947,0.691,control
519,1,1,4,2.157,0.129,control
519,0,0,5,1.914,0.909,control
519,0,0,5,0.882,0.184,control
519,0,0,6,1.45,0.246,control
519,1,1,5,1.877,0.333,control
519,1,1,5,1.117,0.322,control
519,0,0,6,1.12,0.174,control
519,0,1,6,3.121,0.312,control
519,1,1,5,0.897,0.358,control
519,0,0,4,3.616,0.82,control
519,1,0,4,1.342,0.25,control
520,0,0,4,4.341,0.304,control
520,1,1,6,2.718,1.022,control
520,0,1,6,2.947,0.528,control
520,0,1,3,3.016,0.469,control
520,1,1,6,1.711,0.194,control
520,1,1,6,1.303,0.225,control
520,0,0,6,2.703,0.334,control
520,1,1,6,3.022,0.324,control
520,1,1,6,1.843,2.232,control
520,0,0,6,1.696,0.716,control
520,0,0,6,1.231,0.268,control
520,1,1,3,3.426,2.703,control
520,0,1,6,3.929,0.214,control
520,1,1,6,1.328,0.196,control
520,0,1,4,3.163,0.271,control
520,0,0,6,1.25,0.211,control
520,1,1,6,1.989,0.172,control
520,1,1,6,1.271,0.176,control
520,1,1,6,1.654,0.177,control
520,1,1,6,1.7,0.187,control
520,0,0,6,1.291,0.155,control
520,1,1,6,1.395,0.23,control
520,0,0,6,1.257,0.225,control
520,0,0,3,3.024,0.586,control
520,1,1,6,1.432,0.285,control
520,1,1,6,2.799,0.15,control
520,1,1,6,1.233,0.141,control
520,1,1,6,0.854,0.15,control
520,0,1,6,1.877,0.148,control
520,1,1,6,1.467,0.145,control
520,0,0,6,1.542,0.179,control
520,1,1,6,2.904,0.209,control
520,1,1,6,1.058,0.151,control
520,0,0,6,1.155,0.151,control
520,1,1,6,1.182,0.187,control
520,0,0,6,1.009,0.152,control
520,1,1,6,1.235,0.26,control
520,0,1,4,4.869,2.21,control
520,0,0,6,1.535,0.143,control
520,0,0,6,1.491,0.153,control
520,1,1,2,3.373,1.907,control
520,1,1,6,2.241,0.148,control
520,1,1,6,1.925,0.153,control
520,1,1,6,2.002,0.102,control
520,1,1,6,2.092,0.173,control
520,1,1,6,0.992,0.15,control
520,0,0,6,1.062,0.157,control
520,1,1,6,2.483,0.149,control
520,1,1,6,1.024,0.178,control
520,1,1,5,4.072,0.178,control
520,0,0,6,2.274,0.186,control
520,0,0,6,0.941,0.179,control
520,1,1,6,5.27,0.137,control
520,0,1,5,2.629,0.172,control
520,1,1,5,1.857,0.096,control
520,0,0,6,1.137,0.167,control
520,1,0,4,3.353,0.69,control
520,0,0,6,1.47,0.726,control
520,0,1,6,1.904,0.293,control
520,1,1,6,1.376,0.187,control
520,0,0,6,1.053,0.232,control
520,0,0,6,0.957,0.202,control
520,0,0,6,0.775,0.216,control
520,1,0,6,0.891,0.197,control
520,1,1,6,1.081,0.153,control
520,0,0,6,2.684,0.151,control
520,0,0,6,1.335,0.221,control
520,0,0,6,0.811,0.208,control
520,0,0,6,0.7,0.215,control
520,0,0,6,0.66,0.176,control
520,0,0,6,1.208,0.23,control
520,0,1,6,3.179,0.132,control
520,0,0,3,3.159,0.189,control
520,0,1,1,1.197,5.609,control
520,1,1,6,1.682,0.223,control
520,1,1,6,1.168,0.234,control
520,1,1,6,1.586,0.173,control
520,1,0,2,5.124,0.485,control
520,1,1,6,1.608,0.185,control
520,1,1,6,3.045,0.176,control
520,1,1,6,0.847,0.183,control
520,1,1,5,6.286,1.231,control
520,1,1,6,4.635,0.207,control
520,0,0,6,1.198,0.199,control
520,1,1,6,1.137,0.204,control
520,0,0,6,0.91,0.173,control
520,1,1,6,1.695,0.188,control
520,1,1,6,1.014,0.177,control
520,0,0,6,1.238,0.178,control
520,1,1,6,1.302,0.217,control
520,1,1,6,1.124,0.195,control
520,0,1,6,1.221,0.196,control
520,1,1,6,0.884,0.188,control
520,0,0,6,1.197,0.159,control
520,0,0,6,0.739,0.196,control
520,1,1,6,0.969,0.164,control
520,0,0,6,0.817,0.144,control
520,1,1,6,1.168,0.146,control
520,0,1,6,2.058,0.133,control
520,1,1,6,3.81,0.157,control
520,1,1,6,1.056,0.184,control
520,0,0,6,0.964,0.144,control
520,1,1,6,1.764,0.22,control
520,0,0,6,1.815,0.198,control
520,0,0,6,1.446,0.201,control
520,1,0,6,1.265,0.231,control
520,0,1,6,1.321,0.196,control
520,0,0,2,4.9,0.352,control
520,1,0,3,5.974,0.166,control
520,1,1,6,5.536,0.251,control
520,1,1,6,1.122,0.216,control
520,0,0,6,1.068,0.148,control
520,0,0,6,0.82,0.19,control
520,1,1,6,2.255,0.187,control
520,1,1,6,0.825,0.168,control
520,1,1,6,0.885,0.152,control
520,1,1,6,0.761,0.121,control
520,1,1,6,1.277,0.142,control
520,0,1,6,0.988,0.184,control
520,0,0,6,1,0.161,control
520,1,1,6,2.562,0.164,control
520,0,1,2,4.423,0.125,control
520,1,1,6,1.568,0.177,control
520,1,1,6,1.378,0.166,control
520,0,1,3,3.724,0.167,control
520,0,1,6,2.92,0.141,control
520,0,0,6,2.05,0.183,control
520,1,1,6,1.506,0.167,control
520,1,1,6,2.693,0.186,control
520,1,1,6,0.931,0.184,control
520,0,0,6,1.703,0.178,control
520,1,1,6,1.366,0.24,control
520,0,1,6,2.382,0.221,control
520,0,1,6,1.183,0.184,control
520,0,1,6,2.226,0.18,control
520,1,1,6,1.078,0.171,control
520,1,1,6,1.942,0.191,control
520,0,0,6,0.931,0.17,control
520,1,1,6,1.325,0.214,control
520,1,1,6,0.912,0.221,control
520,1,1,6,1.28,0.192,control
520,1,1,6,0.865,0.175,control
520,0,0,6,2.448,0.187,control
520,1,1,6,1.568,0.216,control
520,0,0,6,3.261,0.188,control
520,0,1,6,2.128,0.165,control
520,0,0,6,1.127,0.25,control
520,0,0,6,1.341,0.214,control
520,0,0,6,1.171,0.177,control
520,0,0,6,0.935,0.226,control
520,0,0,6,1.49,0.236,control
520,1,1,6,1.103,0.215,control
520,0,0,6,1.915,0.186,control
520,0,0,6,1.783,0.163,control
520,0,0,3,6.726,0.439,control
520,1,1,6,1.314,0.178,control
520,0,1,4,3.003,0.214,control
520,0,0,6,1.954,0.224,control
520,1,1,6,6.147,0.156,control
520,0,1,6,1.009,0.199,control
520,0,0,6,1.019,0.22,control
520,0,0,6,0.78,0.206,control
520,0,0,6,0.751,0.166,control
520,0,0,6,1.269,0.166,control
520,0,0,6,1.678,0.188,control
520,1,1,6,1.102,0.151,control
520,0,0,4,2.631,2.717,control
520,1,1,6,1.441,0.154,control
520,0,0,3,3.071,3.355,control
520,0,0,6,1.653,0.19,control
520,1,0,3,4.146,0.179,control
520,0,0,6,2.167,0.212,control
520,1,1,6,1.157,0.249,control
520,1,1,6,0.883,0.173,control
520,0,0,6,0.965,0.224,control
520,1,1,6,6.221,0.149,control
520,1,1,6,0.935,0.136,control
520,1,1,6,0.913,0.236,control
520,0,1,6,2.062,0.173,control
520,1,1,6,1.004,0.24,control
520,0,0,6,2.946,0.156,control
520,0,1,2,3.389,0.118,control
520,0,0,3,3.049,0.846,control
520,1,1,6,3.655,0.161,control
520,1,0,3,2.405,0.119,control
520,0,0,3,2.175,0.171,control
520,0,0,6,1.859,0.151,control
520,1,1,6,1.504,0.134,control
520,1,1,6,1.357,0.106,control
520,1,1,6,1.678,0.123,control
520,0,1,2,3.372,0.14,control
520,0,0,6,1.053,0.183,control
520,1,1,6,1.469,0.149,control
520,0,1,6,1.828,0.171,control
520,1,1,6,2.359,1.168,control
520,0,0,6,1.659,0.134,control
520,0,1,6,1.703,0.168,control
520,1,1,6,1.254,0.153,control
520,1,0,3,2.345,0.119,control
520,0,0,6,2.365,0.179,control
521,0,0,4,4.007,6.807,control
521,0,0,6,2.024,0.956,control
521,1,1,1,2.972,0.979,control
521,1,0,5,17.862,0.743,control
521,1,1,1,1.677,1.375,control
521,1,1,1,2.066,0.84,control
521,1,1,2,2.195,0.984,control
521,0,0,6,1.991,1.273,control
521,0,1,1,1.49,0.999,control
521,1,1,2,2.132,0.517,control
521,1,0,5,2.372,0.997,control
521,1,1,1,1.955,0.452,control
521,0,0,6,3.193,0.595,control
521,1,1,2,41.065,0.743,control
521,1,0,6,2.884,0.234,control
521,1,1,2,2.078,1.192,control
521,0,0,6,2.259,0.214,control
521,1,1,2,4.452,0.818,control
521,1,1,1,1.491,1.531,control
521,1,0,5,1.804,0.85,control
521,1,1,4,1.651,0.916,control
521,0,1,2,2.744,0.453,control
521,0,0,5,1.36,1.321,control
521,1,1,1,1.565,0.809,control
521,0,1,1,1.496,8.488,control
521,0,0,5,4.379,1.189,control
521,1,1,1,1.734,1.313,control
521,0,0,3,6.544,0.585,control
521,1,0,5,1.564,0.819,control
521,1,1,1,1.567,0.241,control
521,1,1,2,1.282,1.071,control
521,0,0,2,2.859,0.235,control
521,1,1,1,2.189,0.24,control
521,0,0,6,1.563,0.657,control
521,1,1,2,2.141,0.314,control
521,0,0,3,4.162,1.989,control
521,1,1,1,1.83,0.239,control
521,1,1,2,2.038,0.264,control
521,1,0,2,2.167,0.426,control
521,1,1,2,2.849,0.293,control
521,1,1,1,1.487,0.488,control
521,1,1,2,1.543,0.19,control
521,0,0,3,1.709,1.189,control
521,0,0,5,2.219,0.328,control
521,0,0,6,1.571,0.557,control
521,0,0,3,1.494,1.718,control
521,1,1,2,1.706,0.359,control
521,0,0,5,1.44,0.232,control
521,0,1,2,1.485,0.312,control
521,0,0,6,1.558,0.502,control
521,0,0,5,2.594,0.164,control
521,0,1,2,2.26,0.216,control
521,1,1,3,4.26,0.259,control
521,1,1,1,1.208,0.728,control
521,0,1,1,1.048,0.396,control
521,1,0,4,1.925,0.666,control
521,1,1,3,1.764,0.174,control
521,0,1,1,2.554,0.23,control
521,0,1,2,1.516,0.732,control
521,0,0,5,1.667,1.073,control
521,0,1,2,1.553,0.291,control
521,1,1,2,3.184,0.145,control
521,1,1,5,1.508,0.995,control
521,0,0,6,1.491,0.235,control
521,0,0,2,2.809,0.168,control
521,0,1,2,1.91,0.254,control
521,0,0,3,2.618,0.961,control
521,1,0,2,2.645,0.233,control
521,0,0,3,3.782,0.238,control
521,1,0,5,1.904,0.737,control
521,1,1,5,3.563,0.282,control
521,1,1,2,3.5,1.354,control
521,1,0,5,1.519,0.39,control
521,1,0,4,2.224,0.608,control
521,1,1,2,1.681,0.229,control
521,0,1,3,1.538,0.4,control
521,0,0,6,1.627,0.311,control
521,0,0,2,2.034,0.59,control
521,1,0,3,3.41,0.256,control
521,1,1,2,1.235,0.295,control
521,0,0,6,1.238,0.398,control
521,1,0,4,2.465,1.172,control
521,0,0,6,3.393,0.439,control
521,1,1,1,1.953,1.143,control
521,1,1,1,3.14,0.169,control
521,0,0,6,2.55,0.437,control
521,1,1,1,2.429,0.417,control
521,0,1,2,1.311,0.843,control
521,0,0,5,1.669,0.386,control
521,0,0,4,1.686,0.759,control
521,1,1,2,2.77,0.252,control
521,0,0,5,1.213,0.8,control
521,0,0,4,1.409,0.794,control
521,0,0,6,1.897,0.427,control
521,1,1,2,4.465,0.163,control
521,1,1,3,1.603,1.082,control
521,1,0,5,2.173,0.758,control
521,1,1,1,1.954,0.274,control
521,0,0,5,2.336,0.959,control
521,1,1,2,4.109,0.98,control
521,0,0,6,1.87,0.434,control
521,0,0,6,2.4,0.261,control
521,1,1,1,1.397,0.431,control
521,1,1,2,1.836,0.649,control
521,0,1,2,1.533,0.685,control
521,0,0,3,2.245,0.3,control
521,1,1,1,1.373,0.963,control
521,1,0,6,1.39,0.542,control
521,0,0,6,1.442,0.567,control
521,0,0,2,4.593,0.388,control
521,0,0,3,1.315,1.552,control
521,0,1,3,1.758,1.047,control
521,1,0,5,1.219,1.812,control
521,0,1,2,1.396,0.314,control
521,0,1,2,1.845,0.203,control
521,0,0,6,0.995,0.693,control
521,0,0,1,4.927,0.934,control
521,1,1,2,1.6,0.293,control
521,0,0,6,1.612,0.648,control
521,1,1,2,3.546,0.26,control
521,0,0,5,1.479,1.085,control
521,1,0,2,2.441,0.257,control
521,0,0,4,1.282,1.137,control
521,1,1,2,2.815,0.25,control
521,1,0,4,1.003,0.841,control
521,1,1,2,1.528,0.167,control
521,0,1,3,1.435,0.166,control
521,1,0,3,1.045,1.782,control
521,0,0,6,1.787,0.211,control
521,1,0,6,1.396,0.547,control
521,1,0,2,2.122,0.554,control
521,1,1,3,1.833,0.508,control
521,0,0,5,1.031,1.165,control
521,1,1,2,2.123,0.237,control
521,0,0,6,0.974,0.343,control
521,0,0,6,1.078,0.69,control
521,1,0,3,2.257,0.568,control
521,0,0,6,1.604,0.292,control
521,1,0,6,0.979,0.256,control
521,0,0,6,0.928,0.347,control
521,1,1,4,1.637,1.341,control
521,0,0,6,1.557,0.389,control
521,1,1,3,2.574,0.564,control
521,0,0,4,1.558,0.841,control
521,1,0,6,1.057,0.725,control
521,1,0,4,1.614,1.112,control
521,1,1,2,2.03,0.233,control
521,0,0,3,2.02,0.373,control
521,1,0,6,2.003,0.334,control
521,0,0,4,1.686,0.789,control
521,0,0,2,1.779,0.912,control
521,0,0,5,1.999,0.638,control
521,0,0,4,1.881,0.888,control
521,1,1,3,2.769,0.417,control
521,0,0,6,1.332,0.787,control
521,0,0,5,2.06,0.281,control
521,1,1,2,2.594,0.189,control
521,1,1,1,1.566,0.647,control
521,1,0,2,1.596,0.272,control
521,0,1,2,1.742,0.326,control
521,1,1,1,1.273,0.538,control
521,1,0,3,1.025,0.817,control
521,0,0,6,1.224,0.487,control
521,1,0,2,3.249,0.134,control
521,1,0,3,1.299,0.331,control
521,0,1,1,2.426,0.216,control
521,1,1,2,1.681,0.174,control
521,0,0,3,1.398,0.702,control
521,0,0,5,2.067,0.756,control
521,0,0,2,2.048,0.226,control
521,0,1,2,4.408,0.194,control
521,1,1,2,1.173,0.153,control
521,0,0,3,1.579,0.864,control
521,1,0,4,2.509,0.351,control
521,0,1,2,1.626,0.199,control
521,0,0,6,3.688,0.286,control
521,0,0,6,1.295,0.482,control
521,0,0,6,0.842,0.539,control
521,1,1,1,2.685,0.525,control
521,1,1,2,2.067,0.213,control
521,0,0,6,1.169,0.46,control
521,1,0,4,1.175,0.745,control
521,1,0,3,2.069,0.59,control
521,1,0,1,1.617,1.396,control
521,0,0,2,2.19,0.231,control
521,1,1,2,4.646,0.17,control
521,0,0,3,1.277,1.084,control
521,1,0,3,2.288,0.171,control
521,0,0,4,2.363,0.95,control
521,0,0,6,1.377,0.424,control
521,1,0,6,1.216,0.326,control
521,0,0,6,1.285,0.451,control
521,1,0,2,2.301,0.262,control
521,1,0,3,2.478,0.265,control
521,0,1,2,3.062,0.317,control
521,0,1,2,1.755,0.212,control
521,0,0,5,1.43,0.533,control
521,0,0,6,2.686,0.192,control
521,0,0,5,2.401,0.322,control
521,1,1,1,2.559,0.191,control
522,1,1,5,2.758,1.172,control
522,0,0,6,1.981,1.388,control
522,0,0,6,2.079,0.949,control
522,0,0,6,1.345,0.681,control
522,0,0,6,0.889,0.529,control
522,1,0,6,1.518,0.342,control
522,1,1,1,1.81,0.843,control
522,1,1,1,1.353,1.317,control
522,1,1,2,1.627,1.281,control
522,0,1,6,14.719,0.516,control
522,0,1,1,8.225,0.534,control
522,1,1,1,1.34,1.38,control
522,0,0,6,1.796,1.197,control
522,1,1,1,2.371,0.644,control
522,1,1,1,1.477,0.773,control
522,0,1,6,3.984,0.368,control
522,1,0,1,5.271,0.661,control
522,1,1,2,1.528,0.921,control
522,0,0,6,1.98,0.951,control
522,1,1,1,1.404,0.375,control
522,1,1,1,4,0.451,control
522,0,0,5,2.727,0.966,control
522,0,0,6,1.752,0.828,control
522,0,0,6,1.606,0.726,control
522,1,1,2,3.381,0.49,control
522,1,1,1,2.703,0.532,control
522,0,0,6,1.368,0.867,control
522,1,1,1,1.815,0.534,control
522,1,1,1,2.127,0.476,control
522,1,0,6,2.272,0.645,control
522,0,0,6,1.203,0.363,control
522,0,1,1,2.077,0.425,control
522,1,1,1,4.243,0.336,control
522,1,1,6,4.243,0.305,control
522,1,1,6,1.457,1.141,control
522,1,1,6,2.48,0.717,control
522,0,0,6,1.386,0.762,control
522,0,0,6,1.23,0.394,control
522,0,0,6,0.851,0.453,control
522,0,0,6,0.946,0.398,control
522,0,0,6,0.739,0.362,control
522,1,1,6,1.895,0.248,control
522,1,1,6,1.187,0.355,control
522,1,1,6,0.866,0.333,control
522,0,0,6,1.961,0.322,control
522,0,0,6,1.17,0.377,control
522,0,0,6,0.863,0.331,control
522,1,0,6,1.397,0.27,control
522,0,0,6,0.988,0.313,control
522,0,0,6,3.822,0.201,control
522,1,1,6,1.385,0.742,control
522,0,0,6,1.422,0.339,control
522,0,0,6,1.467,0.312,control
522,0,1,6,1.532,0.3,control
522,1,1,6,2.734,0.284,control
522,1,1,6,2.264,0.239,control
522,1,1,6,0.945,0.235,control
522,0,1,6,0.913,0.306,control
522,1,1,6,0.941,0.283,control
522,1,1,6,1.559,0.233,control
522,1,1,6,1.956,0.229,control
522,1,1,6,2.184,0.197,control
522,0,0,6,1.455,0.273,control
522,0,0,6,1.317,0.276,control
522,0,0,6,0.651,0.299,control
522,0,0,6,1.456,0.24,control
522,0,0,6,0.866,0.226,control
522,1,0,6,1.678,0.247,control
522,1,0,6,3.763,0.297,control
522,0,1,2,4.56,0.616,control
522,1,1,6,1.776,0.273,control
522,1,1,6,1.004,0.275,control
522,1,1,6,0.801,0.267,control
522,1,1,6,1.481,0.245,control
522,0,0,6,1.042,0.28,control
522,0,0,6,1.966,0.2,control
522,1,1,6,1.765,0.329,control
522,0,0,3,3.011,1.313,control
522,1,0,6,1.684,0.415,control
522,1,1,6,1.338,0.31,control
522,0,0,6,2.736,0.318,control
522,0,1,5,2.43,0.305,control
522,1,1,6,1.474,0.635,control
522,1,1,6,1.626,0.216,control
522,0,0,6,1.606,1.078,control
522,0,1,6,1.931,0.26,control
522,1,1,6,2.246,0.336,control
522,0,0,6,1.017,0.39,control
522,0,1,6,4.207,0.164,control
522,0,0,6,1.298,0.264,control
522,0,0,6,1.964,0.221,control
522,0,1,6,1.34,0.067,control
522,0,0,6,1.29,0.311,control
522,0,0,6,2.486,0.219,control
522,1,0,6,2.333,0.243,control
522,1,1,6,1.602,0.313,control
522,1,1,6,2.684,0.257,control
522,0,0,6,1.244,0.276,control
522,0,0,6,2.053,0.405,control
522,1,0,6,2.942,0.243,control
522,0,1,6,1.56,0.246,control
522,0,0,6,1.037,0.296,control
522,0,0,6,1.657,0.246,control
522,0,1,6,1.027,0.206,control
522,0,0,6,1.15,0.232,control
522,0,0,6,1.467,0.246,control
522,1,1,6,1.809,0.193,control
522,1,1,6,1.639,0.185,control
522,0,1,6,2.506,0.143,control
522,1,1,6,1.456,0.215,control
522,0,1,6,0.906,0.23,control
522,1,1,6,1.199,0.356,control
522,1,1,6,1.071,0.214,control
522,0,1,6,1.184,0.271,control
522,1,1,6,3.775,0.166,control
522,1,1,6,1.334,0.261,control
522,1,1,6,1.955,0.183,control
522,0,1,6,0.86,0.237,control
522,0,0,6,1.982,0.272,control
522,1,1,6,1.314,0.178,control
522,0,0,6,1.802,0.307,control
522,1,1,6,1.889,0.277,control
522,0,1,6,5.115,0.147,control
522,1,1,6,2.735,0.196,control
522,0,1,6,1.11,0.205,control
522,0,0,6,1.132,0.237,control
522,0,1,6,1.085,0.183,control
522,1,1,6,1.619,0.203,control
522,1,1,6,2.749,0.343,control
522,0,0,6,2.272,0.258,control
